id,name,type,length_km,voltage,installed,capacity_mw,status,from_trf_id,from_sub_id,to_trf_id,to_sub_id
LINE-D0CC5424,Line_656,Overhead,47.7,20kV,25-01-23,76,Under_Repair,TRF-69F82533,,TRF-AFB0147D,
LINE-B51E720E,Line_657,Cable,24.53,10kV,19-02-17,90,Under_Repair,TRF-A55B1271,,TRF-7DE516F5,
LINE-49164BC9,Line_658,Cable,27.14,20kV,18-03-17,106,Active,TRF-C1FCB91C,,TRF-3069DA58,
LINE-07E36B28,Line_659,Underground,29.66,110kV,31-12-07,195,Active,TRF-4FC3BFAB,,TRF-2D71BE14,
LINE-8178E9F1,Line_660,Cable,19.28,110kV,28-07-05,83,Active,TRF-EBFD2A7E,,TRF-5598A61C,
LINE-0185BC1A,Line_661,Cable,4.7,20kV,19-07-06,156,Active,TRF-23350537,,TRF-EAD6840A,
LINE-B75D2E6E,Line_662,Overhead,44.84,110kV,25-04-18,15,Active,TRF-E784BF1E,,TRF-E1B97D8F,
LINE-6CD3DD18,Line_663,Underground,18.9,20kV,11-11-03,63,Under_Repair,TRF-061D245B,,TRF-AE645FDA,
LINE-474F52F4,Line_664,Cable,8.16,10kV,12-03-11,168,Active,TRF-9FD90B7C,,TRF-A52FE8EA,
LINE-70B6E5E0,Line_665,Cable,0.8,110kV,22-02-12,167,Under_Repair,TRF-6D07EA9A,,TRF-A8B2C2B0,
LINE-6CFCB1F1,Line_666,Overhead,21.75,20kV,09-04-00,48,Active,TRF-1A6D2F76,,TRF-4F31ABC7,
LINE-5FD0A041,Line_667,Underground,9.43,110kV,20-11-07,37,Active,TRF-C3EE9EE4,,TRF-AB387FAC,
LINE-C9158A3E,Line_668,Underground,42.03,20kV,19-05-04,17,Active,TRF-9941F324,,TRF-4C231113,
LINE-EF7245BA,Line_669,Cable,35.44,110kV,23-05-08,198,Active,TRF-6B414B12,,TRF-03B46EE8,
LINE-0933F36D,Line_670,Cable,26.57,110kV,03-01-09,143,Active,TRF-36421D02,,TRF-061D245B,
LINE-01FBFE47,Line_671,Cable,42.32,10kV,21-04-17,167,Under_Repair,TRF-3CE3E202,,TRF-FBDFA611,
LINE-614AD72B,Line_672,Cable,22,110kV,21-03-00,188,Active,TRF-2C08C4F9,,TRF-C3B91D6E,
LINE-CF63980A,Line_673,Cable,36.83,20kV,18-05-02,71,Active,TRF-79C90EF0,,TRF-7BD72538,
LINE-0B1634D3,Line_674,Overhead,49.39,10kV,19-03-09,49,Active,TRF-327FA234,,TRF-72988B9C,
LINE-07268FBE,Line_675,Overhead,1.15,20kV,12-09-21,61,Under_Repair,TRF-FF6AF00B,,TRF-491C717B,
LINE-CBB4CDA6,Line_676,Cable,14.05,10kV,10-04-16,166,Active,TRF-37E3E09A,,TRF-CC476953,
LINE-F15ACC1A,Line_677,Overhead,14.19,20kV,16-11-23,192,Active,TRF-D3461B04,,TRF-EA45247E,
LINE-BB084FFF,Line_678,Overhead,2.55,10kV,28-05-13,59,Active,TRF-AC8FADFC,,,SUB-B36B0359
LINE-A8014DEE,Line_679,Underground,47.4,20kV,12-07-15,105,Active,TRF-EE8EB8E2,,TRF-304860EA,
LINE-60512A37,Line_680,Cable,4.55,10kV,03-07-24,66,Under_Repair,TRF-9B4DAF2F,,TRF-4DF4D21D,
LINE-57E32E88,Line_681,Overhead,47.94,10kV,04-10-18,124,Under_Repair,TRF-889045B4,,TRF-2C9683E2,
LINE-37C13440,Line_682,Cable,32.39,20kV,10-03-20,123,Active,TRF-4AEBD16D,,TRF-3C7E72AC,
LINE-91FAFADE,Line_683,Cable,39.28,10kV,08-04-05,195,Active,TRF-65C0BB75,,TRF-C771C6A7,
LINE-6F01612B,Line_684,Overhead,39.48,20kV,08-08-03,90,Active,TRF-EC3407A7,,TRF-E6E595B4,
LINE-A14CCDCB,Line_685,Cable,1.19,10kV,08-09-10,141,Active,TRF-15A1CBB3,,TRF-44D6D29A,
LINE-3CC7FF24,Line_686,Overhead,23.16,110kV,21-12-23,64,Active,TRF-BEDBE432,,TRF-8EDDB558,
LINE-33DC965A,Line_687,Underground,48.89,20kV,27-02-01,5,Active,TRF-D2F0FCD6,,,SUB-716960EF
LINE-7C99F2D2,Line_688,Cable,21.75,10kV,10-01-04,148,Under_Repair,TRF-012FE7D7,,TRF-925C6BAE,
LINE-ED05B11D,Line_689,Overhead,1.14,10kV,24-03-10,29,Active,TRF-8A1E6846,,,SUB-C031CE7E
LINE-44133D12,Line_690,Cable,6.62,20kV,09-12-10,146,Active,,SUB-E0FDF4F5,TRF-4F31ABC7,
LINE-345E262F,Line_691,Underground,23.71,110kV,08-12-13,123,Active,TRF-A9D4A27A,,TRF-37B61C75,
LINE-F0F42E95,Line_692,Overhead,48.46,10kV,13-09-19,88,Active,TRF-8BF03934,,TRF-766B76A3,
LINE-636B6290,Line_693,Underground,1.34,20kV,25-06-12,61,Active,TRF-10EAFFA5,,TRF-93DEC2B7,
LINE-37AF9AA3,Line_694,Underground,2.58,10kV,01-12-21,184,Active,TRF-9F6E36D2,,TRF-D549662B,
LINE-1EC9601B,Line_695,Cable,46.79,110kV,03-04-04,51,Active,TRF-52EA6C7E,,TRF-B001C8CB,
LINE-2EB42C2D,Line_696,Cable,29.04,10kV,17-09-08,92,Active,TRF-A047379E,,TRF-30E07BC5,
LINE-68BB1E7D,Line_697,Cable,44.01,20kV,18-03-19,22,Active,,SUB-DF8BD915,TRF-182E6FB9,
LINE-D5E774AF,Line_698,Underground,37.41,10kV,05-03-09,89,Active,TRF-500230C7,,TRF-D2F0FCD6,
LINE-F8CD714D,Line_699,Underground,14.24,10kV,18-12-11,169,Active,TRF-766B76A3,,TRF-A047379E,
LINE-22DCFE78,Line_700,Cable,15.5,10kV,16-04-11,118,Active,TRF-6606F7B1,,TRF-1FC73D08,
LINE-67817858,Line_701,Underground,30.69,20kV,30-06-21,23,Active,TRF-97CD4529,,TRF-5A0ABF52,
LINE-E9FCBED9,Line_702,Underground,30.68,110kV,26-10-20,107,Active,TRF-B5213C6A,,TRF-C55F3272,
LINE-00800E49,Line_703,Cable,5.75,10kV,06-12-12,145,Under_Repair,TRF-37B61C75,,TRF-E26E95F5,
LINE-F1533478,Line_704,Overhead,49.43,10kV,05-12-03,14,Under_Repair,TRF-21BBE98F,,TRF-4E47D05A,
LINE-C7D805B0,Line_705,Underground,22.11,20kV,23-09-24,131,Active,TRF-FF6AF00B,,TRF-B5AF16ED,
LINE-BEA78045,Line_706,Underground,6.1,10kV,09-08-23,26,Under_Repair,TRF-CA866BB8,,TRF-61EE2250,
LINE-9D3B945B,Line_707,Overhead,29.62,10kV,22-05-08,191,Active,TRF-B39A11B8,,TRF-4BDB6B26,
LINE-533FC769,Line_708,Underground,31.29,20kV,05-01-11,100,Under_Repair,TRF-D9F376F1,,TRF-21BE5E59,
LINE-EA03A0B6,Line_709,Cable,36.89,20kV,23-08-21,13,Active,TRF-6D4018C6,,TRF-5F8EAFCA,
LINE-A38AC57B,Line_710,Underground,26.92,20kV,26-03-01,145,Active,TRF-F909C69E,,TRF-68DAE0EC,
LINE-B5E892CD,Line_711,Underground,40.01,10kV,01-01-13,121,Active,TRF-1FC73D08,,TRF-518601AC,
LINE-206E5E46,Line_712,Overhead,37.96,20kV,21-12-06,127,Active,TRF-C69C0900,,,SUB-DB0F9F12
LINE-0AB47FAF,Line_713,Underground,36.79,20kV,13-10-10,21,Under_Repair,TRF-44207EA1,,TRF-A9D4A27A,
LINE-71D4747F,Line_714,Cable,8.11,110kV,20-05-10,154,Active,TRF-C20BD27E,,,SUB-E0FDF4F5
LINE-E4B0066E,Line_715,Cable,19.67,20kV,27-03-17,155,Active,TRF-9109276B,,TRF-E6D65F6E,
LINE-D9C28283,Line_716,Cable,29.97,110kV,24-09-02,92,Active,TRF-3675590E,,,SUB-716960EF
LINE-A0BD214F,Line_717,Underground,33.22,10kV,06-10-23,96,Active,TRF-CA866BB8,,TRF-5598A61C,
LINE-7EC69252,Line_718,Overhead,9.43,20kV,31-07-04,124,Active,TRF-49D04B33,,TRF-CA3508AF,
LINE-23A850D9,Line_719,Underground,47.74,10kV,11-09-10,98,Active,TRF-7783FF93,,TRF-2FFF01EB,
LINE-28C37C2E,Line_720,Underground,8.62,20kV,21-01-02,74,Under_Repair,TRF-6EAFEF2C,,TRF-B460742F,
LINE-88FBD3D9,Line_721,Overhead,26.5,10kV,04-03-16,6,Active,TRF-29127733,,TRF-F842400F,
LINE-62848776,Line_722,Underground,6.63,20kV,30-04-05,54,Active,TRF-120EC3FA,,TRF-A1B5D130,
LINE-329E69C8,Line_723,Underground,42.88,20kV,03-05-23,146,Under_Repair,TRF-975C276C,,TRF-E26E95F5,
LINE-3E3B7D0D,Line_724,Underground,39.23,20kV,02-06-04,130,Active,TRF-6BC9B517,,TRF-7DDBAB0F,
LINE-C903E254,Line_725,Underground,21.47,20kV,24-10-14,169,Active,TRF-C69C0900,,TRF-9D232F90,
LINE-BF4D5CDE,Line_726,Overhead,35.94,20kV,23-12-00,5,Active,TRF-F956E9F2,,TRF-4326A645,
LINE-285A1158,Line_727,Underground,7.05,10kV,08-07-12,178,Active,TRF-5B438B81,,TRF-2F2CE34B,
LINE-82E3D73D,Line_728,Underground,9.55,110kV,02-03-24,116,Active,TRF-EBFD2A7E,,TRF-B55B7694,
LINE-EAECDFC6,Line_729,Overhead,43.78,10kV,29-09-14,108,Active,TRF-28EDDDF8,,TRF-C45FE69B,
LINE-AD449026,Line_730,Cable,19.34,110kV,17-04-03,9,Active,TRF-A96F8738,,TRF-60029226,
LINE-CEB3EE17,Line_731,Cable,15.46,110kV,12-09-07,65,Under_Repair,,SUB-83DE65C0,TRF-44251C39,
LINE-E37664E1,Line_732,Cable,33.32,10kV,16-01-14,158,Under_Repair,TRF-324D7BCA,,TRF-C8E4D802,
LINE-B74D904A,Line_733,Cable,29.12,10kV,27-12-18,5,Active,TRF-D35ECAB2,,TRF-5B438B81,
LINE-0841E498,Line_734,Overhead,42.85,10kV,20-01-21,122,Active,TRF-BA9B0A62,,TRF-7DDBAB0F,
LINE-A07EBDF7,Line_735,Cable,10.95,110kV,28-08-01,147,Active,TRF-C7EC78F6,,TRF-13D3FF89,
LINE-33F9FB8B,Line_736,Overhead,33.08,110kV,09-12-11,94,Active,TRF-CED4F024,,TRF-823DB06C,
LINE-8656BD6C,Line_737,Overhead,37.72,10kV,01-07-08,39,Under_Repair,TRF-4A9756DA,,TRF-EF9222E1,
LINE-D3B649F1,Line_738,Cable,21.71,10kV,25-02-24,75,Active,TRF-13AB485E,,TRF-A9D4A27A,
LINE-BA27F267,Line_739,Underground,28.13,10kV,17-04-14,3,Active,TRF-0F59C5E1,,TRF-4F984064,
LINE-AA479866,Line_740,Cable,35.58,20kV,30-05-01,63,Under_Repair,TRF-DCDEF8FC,,TRF-4A9756DA,
LINE-C5D6DAFB,Line_741,Overhead,40.27,10kV,26-08-22,12,Active,TRF-B4F8519F,,TRF-1B54820E,
LINE-283A098C,Line_742,Underground,11.83,10kV,15-04-10,119,Active,TRF-3F4A71D1,,TRF-077262F8,
LINE-77A592DB,Line_743,Cable,1.34,10kV,03-05-10,40,Active,TRF-A1B32B60,,TRF-8EDDB558,
LINE-7915361D,Line_744,Cable,48.57,10kV,16-08-00,105,Under_Repair,TRF-DF673EA2,,TRF-7562AD67,
LINE-EC73AFBA,Line_745,Cable,46.61,10kV,15-09-24,6,Active,TRF-0A2470FD,,,SUB-33F8FA47
LINE-E1356D64,Line_746,Underground,39.13,10kV,04-02-04,161,Active,TRF-AE645FDA,,TRF-93CBAB9E,
LINE-7D449FE4,Line_747,Overhead,32.74,110kV,12-03-18,57,Under_Repair,TRF-774B4B44,,TRF-89E3ADC4,
LINE-C6EC4DB8,Line_748,Underground,17.05,10kV,07-09-00,124,Under_Repair,TRF-B5C5625F,,TRF-785EE810,
LINE-E513A126,Line_749,Cable,35.22,10kV,19-02-16,47,Active,TRF-F97005B2,,TRF-AF225B11,
LINE-C04FD4AC,Line_750,Cable,23.04,20kV,23-12-21,67,Active,TRF-EE8EB8E2,,TRF-476AB673,
LINE-E7F8B3FA,Line_751,Cable,8.03,10kV,16-01-02,60,Active,TRF-21BE5E59,,TRF-67473465,
LINE-2C813E01,Line_752,Cable,19.47,10kV,30-04-06,144,Active,TRF-741A0C2E,,TRF-B96CAB5D,
LINE-C3BFDA12,Line_753,Overhead,29.27,10kV,26-10-18,121,Active,TRF-F97005B2,,TRF-EA45247E,
LINE-2D18A025,Line_754,Cable,41.47,10kV,25-07-00,120,Active,TRF-4C308B03,,TRF-A240EA7E,
LINE-A039305E,Line_755,Cable,4.14,20kV,28-05-19,90,Under_Repair,TRF-D407585E,,TRF-476AB673,
LINE-92669732,Line_756,Cable,37.76,10kV,25-02-15,117,Active,TRF-14923FEA,,TRF-308A15FF,
LINE-CE18108B,Line_757,Overhead,42.7,110kV,22-09-22,127,Active,,SUB-83DE65C0,TRF-7DE516F5,
LINE-75CAC23D,Line_758,Cable,1.3,110kV,10-07-17,37,Under_Repair,TRF-2822380F,,TRF-863D6434,
LINE-047BE32A,Line_759,Underground,42.9,20kV,14-12-14,109,Under_Repair,TRF-FFBF0966,,TRF-2FFF01EB,
LINE-3BE9F1DD,Line_760,Underground,24.33,110kV,15-02-22,129,Active,TRF-4DCA33D8,,TRF-B0DE7F22,
LINE-AF467EE8,Line_761,Overhead,16.6,10kV,20-11-21,173,Active,TRF-76CC36F0,,TRF-BEC85B81,
LINE-14A4DDF0,Line_762,Underground,13.2,110kV,08-06-09,127,Active,TRF-8B950D71,,,SUB-39ABA805
LINE-A917B374,Line_763,Cable,37.92,20kV,18-04-08,46,Active,TRF-0A413A17,,TRF-2F2CE34B,
LINE-351DCF6B,Line_764,Underground,17.39,20kV,21-08-03,94,Active,TRF-B2586600,,TRF-5921A4D8,
LINE-1BD64570,Line_765,Overhead,19.13,10kV,25-09-22,92,Active,TRF-4F74CDB1,,TRF-60034C8B,
LINE-E6FA3677,Line_766,Cable,23.14,20kV,28-12-08,58,Active,TRF-6C9C8571,,TRF-EA2F459C,
LINE-9634EE24,Line_767,Underground,24.42,10kV,30-10-03,52,Active,TRF-1F42D6D6,,TRF-3153E252,
LINE-052FB545,Line_768,Overhead,19.01,20kV,02-04-06,59,Active,TRF-5C975C8A,,TRF-B758B740,
LINE-5CFD7A62,Line_769,Cable,19.59,10kV,28-01-12,181,Active,TRF-64144C57,,TRF-24E3A39D,
LINE-28C8C79B,Line_770,Overhead,9.76,10kV,18-08-10,93,Active,TRF-A1B5D130,,TRF-AA2EFB1B,
LINE-D78A5473,Line_771,Underground,23.72,10kV,05-11-24,86,Under_Repair,TRF-B7ACA090,,TRF-AECCCF97,
LINE-1BB7399E,Line_772,Underground,33.98,10kV,19-06-10,36,Active,TRF-3C7E72AC,,TRF-2A66A221,
LINE-91727531,Line_773,Overhead,11.64,10kV,11-11-01,29,Under_Repair,TRF-974BDD7F,,TRF-60953150,
LINE-C852E0F2,Line_774,Overhead,24.48,20kV,28-10-24,4,Active,TRF-AE59B8CE,,TRF-97CD4529,
LINE-92482106,Line_775,Cable,46.27,20kV,09-02-13,139,Under_Repair,TRF-D3461B04,,TRF-2A66A221,
LINE-E82AFCE3,Line_776,Cable,48.4,10kV,21-01-11,131,Active,TRF-889D0013,,TRF-329A2F9C,
LINE-20483947,Line_777,Cable,10.8,110kV,04-01-17,105,Active,TRF-1748378B,,TRF-F9333865,
LINE-811C8F9A,Line_778,Cable,25.58,10kV,11-02-16,20,Active,TRF-6AE1A667,,TRF-7666F8EA,
LINE-C19C73E4,Line_779,Underground,26.1,110kV,15-10-05,13,Active,TRF-F010693D,,TRF-6049737B,
LINE-9D46240E,Line_780,Underground,12.49,110kV,06-05-14,178,Active,TRF-5BB5BD9C,,TRF-1AE9B1C0,
LINE-C5B236E4,Line_781,Underground,16.83,10kV,30-12-04,35,Active,TRF-6482900D,,TRF-65BB3188,
LINE-5D17F469,Line_782,Underground,45.49,110kV,24-11-06,25,Under_Repair,TRF-A9D4A27A,,TRF-E7455D6E,
LINE-E31A22F6,Line_783,Cable,17.4,10kV,22-11-17,169,Under_Repair,TRF-D12730BA,,TRF-88D28E35,
LINE-72E2339B,Line_784,Underground,6.39,110kV,29-01-06,132,Active,TRF-9EE7DA66,,,SUB-05059590
LINE-3E3B49C3,Line_785,Underground,30.69,10kV,23-11-20,52,Active,TRF-E26E95F5,,TRF-9F6E36D2,
LINE-971303D3,Line_786,Overhead,3.12,110kV,04-07-00,196,Under_Repair,TRF-7764BB89,,TRF-B157CFA1,
LINE-F085C08E,Line_787,Overhead,17.01,110kV,14-04-20,72,Active,TRF-6ED38843,,TRF-2220D927,
LINE-2ECEA0B4,Line_788,Overhead,27.77,20kV,11-11-04,148,Under_Repair,TRF-522437CA,,TRF-5F8EAFCA,
LINE-537B3970,Line_789,Cable,12.21,10kV,24-05-23,78,Active,TRF-A2C378C8,,TRF-69996A1C,
LINE-84B57B24,Line_790,Overhead,2.52,110kV,20-07-23,121,Active,TRF-2ED239EB,,TRF-D2F0FCD6,
LINE-0FD492AC,Line_791,Overhead,4.13,20kV,27-05-20,182,Under_Repair,TRF-B7500BE7,,TRF-2FD1C3F1,
LINE-50991448,Line_792,Cable,22.39,110kV,12-04-17,127,Active,TRF-4DCA33D8,,TRF-E370D5BC,
LINE-933CD416,Line_793,Overhead,44.75,20kV,26-07-13,49,Active,TRF-10EAFFA5,,TRF-E784BF1E,
LINE-C5C04731,Line_794,Cable,7.82,20kV,08-07-16,16,Active,,SUB-8DC649C6,TRF-3CE537DF,
LINE-CD9F488A,Line_795,Overhead,40.01,20kV,10-05-14,45,Active,TRF-56C57401,,TRF-C74B2789,
LINE-238B997A,Line_796,Overhead,35.64,20kV,18-11-00,166,Active,,SUB-50FF5DDB,TRF-2D71BE14,
LINE-85D4F2DA,Line_797,Overhead,15.4,20kV,28-02-23,94,Active,TRF-10D481BC,,TRF-D016F1EA,
LINE-642645FA,Line_798,Underground,42.88,110kV,25-07-09,92,Under_Repair,TRF-E5710510,,TRF-329A2F9C,
LINE-5C602F1A,Line_799,Underground,34.21,10kV,01-01-05,97,Active,TRF-863D6434,,TRF-304860EA,
LINE-790B6188,Line_800,Cable,15.72,20kV,04-11-20,141,Under_Repair,TRF-0250A9D7,,TRF-C3EE9EE4,
LINE-F692E705,Line_801,Cable,25.54,20kV,06-06-19,133,Under_Repair,TRF-1A6D2F76,,TRF-50EAF192,
LINE-0EDC8175,Line_802,Overhead,32.15,20kV,26-12-01,88,Under_Repair,TRF-0A6F06FE,,TRF-E76BD6C8,
LINE-D37A95A7,Line_803,Underground,32.76,10kV,14-11-06,122,Active,TRF-E26E95F5,,,SUB-BC527554
LINE-0BAF1BE1,Line_804,Cable,48.79,20kV,22-10-15,99,Active,TRF-A4C28329,,TRF-5D4941B0,
LINE-5CC23704,Line_805,Underground,29.8,110kV,22-11-14,43,Active,TRF-B5213C6A,,TRF-D3CC8B55,
LINE-A58582B8,Line_806,Cable,49.77,110kV,30-07-04,128,Active,TRF-69F6448D,,TRF-EE8EB8E2,
LINE-26E615D6,Line_807,Overhead,17.89,110kV,11-11-19,176,Active,TRF-3675590E,,TRF-F816A9E5,
LINE-8AC5F9EA,Line_808,Cable,42.32,20kV,14-03-07,34,Active,TRF-53C9515A,,TRF-4C308B03,
LINE-EE7790AC,Line_809,Cable,19.23,10kV,02-02-11,138,Active,TRF-E7C33537,,TRF-7C334C86,
LINE-E92F84C6,Line_810,Overhead,31.89,10kV,15-03-20,16,Under_Repair,TRF-F4D7EC4F,,TRF-AB387FAC,
LINE-03ABFE16,Line_811,Overhead,44.2,20kV,16-09-15,14,Active,TRF-526BEAA5,,TRF-66C42A25,
LINE-94AB1373,Line_812,Cable,47.34,400kV,13-10-17,83,Active,,SUB-C031CE7E,TRF-E52892A6,
LINE-8CD2B1AA,Line_813,Cable,38.81,10kV,30-12-21,89,Active,TRF-0F59C5E1,,TRF-73F7C616,
LINE-B92E4AB1,Line_814,Cable,16.58,110kV,15-09-12,174,Under_Repair,TRF-3153E252,,TRF-EF511071,
LINE-CDBCF1B5,Line_815,Cable,33.26,10kV,02-09-08,77,Active,TRF-4A769576,,TRF-633BF690,
LINE-69E7C5D8,Line_816,Underground,15.61,20kV,25-02-01,133,Under_Repair,,SUB-3441C817,TRF-46E46E5D,
LINE-5AD594D7,Line_817,Overhead,13.05,20kV,16-02-05,11,Under_Repair,TRF-C5142599,,TRF-C74B2789,
LINE-C622D82A,Line_818,Underground,30.78,20kV,06-09-24,68,Under_Repair,TRF-07C37FDD,,TRF-4149EA0C,
LINE-A457215C,Line_819,Underground,6.26,20kV,09-03-16,141,Active,TRF-9941F324,,TRF-AEA08F6D,
LINE-6E870811,Line_820,Cable,35.88,20kV,30-06-18,111,Under_Repair,TRF-EE8EB8E2,,TRF-7666F8EA,
LINE-18D25F08,Line_821,Underground,5.83,10kV,11-01-20,181,Active,TRF-4C231113,,TRF-0A6F06FE,
LINE-F5BDEEA2,Line_822,Overhead,4.28,10kV,18-10-17,78,Active,TRF-D03D4E3B,,TRF-6049737B,
LINE-CE0C4BA1,Line_823,Cable,45.8,110kV,07-02-09,47,Under_Repair,TRF-A86A34EA,,TRF-619FD54A,
LINE-B543D4F2,Line_824,Overhead,24.28,10kV,01-06-04,139,Active,TRF-FC1E0D0D,,TRF-436BA97A,
LINE-1D61F68A,Line_825,Cable,19.68,20kV,15-03-22,142,Active,TRF-DCDEF8FC,,TRF-4A1A3F11,
LINE-4F40ED7B,Line_826,Overhead,22.61,110kV,31-05-19,18,Active,TRF-03141A85,,TRF-571621EB,
LINE-61F171FF,Line_827,Cable,46.43,10kV,06-06-02,157,Active,TRF-0EDB0CC3,,TRF-0CF96BD1,
LINE-2BA8865B,Line_828,Cable,25.22,110kV,30-07-03,133,Active,TRF-C7EC78F6,,TRF-749AFC69,
LINE-D59A665A,Line_829,Cable,15.98,110kV,30-11-00,95,Active,TRF-A96F8738,,TRF-3B800CB3,
LINE-AB9F5F9E,Line_830,Cable,36.77,20kV,21-09-06,129,Active,TRF-6FDFD775,,TRF-AEE9F0FE,
LINE-97239190,Line_831,Cable,19.83,10kV,15-04-12,29,Active,TRF-C2D4195F,,TRF-92ADAEC2,
LINE-0BBE7010,Line_832,Underground,26.01,10kV,09-08-16,159,Active,TRF-E6D65F6E,,TRF-1330C430,
LINE-4EA38243,Line_833,Underground,49.78,110kV,09-10-05,49,Active,TRF-67EFA29F,,TRF-B39A11B8,
LINE-764AEC77,Line_834,Overhead,16.74,10kV,23-01-09,114,Active,TRF-FC566C78,,TRF-15A1CBB3,
LINE-4B02E49D,Line_835,Overhead,6.62,10kV,20-02-22,1,Under_Repair,TRF-61EE2250,,TRF-467EB92C,
LINE-0CDF92EB,Line_836,Overhead,29.13,10kV,26-01-03,99,Under_Repair,TRF-9098F318,,TRF-5A0ABF52,
LINE-1C989B93,Line_837,Underground,35.01,110kV,07-12-03,187,Active,TRF-C78D1280,,TRF-D76F1C7E,
LINE-CD342BD4,Line_838,Underground,48.02,110kV,18-08-08,71,Under_Repair,TRF-4149EA0C,,TRF-89659936,
LINE-67ECD531,Line_839,Underground,36.77,20kV,10-02-15,156,Under_Repair,TRF-A8237014,,TRF-E34FF51F,
LINE-77AFA4ED,Line_840,Underground,34.48,10kV,01-09-16,143,Under_Repair,TRF-24D9AF51,,,SUB-50FF5DDB
LINE-6045E3D7,Line_841,Underground,0.2,20kV,05-09-04,6,Under_Repair,TRF-CD90E6F0,,TRF-FE3C7803,
LINE-BC61B38C,Line_842,Underground,3.7,20kV,06-01-17,73,Under_Repair,TRF-EC3407A7,,TRF-4BF8AC44,
LINE-F8661A59,Line_843,Cable,2.05,110kV,08-07-18,146,Under_Repair,TRF-FEFB02A4,,TRF-4CA4AB1D,
LINE-7E9F011C,Line_844,Overhead,26.91,10kV,09-07-03,60,Active,TRF-374D10EB,,TRF-2ED239EB,
LINE-1198036A,Line_845,Overhead,14.68,110kV,20-11-21,97,Under_Repair,TRF-4A33236D,,TRF-AAD0DBF5,
LINE-74386A98,Line_846,Cable,31.74,20kV,07-08-15,112,Under_Repair,TRF-AFAA1F0A,,TRF-2B0B7D5C,
LINE-D9EAEB32,Line_847,Cable,11.18,110kV,22-04-06,156,Active,,SUB-F8A6B751,TRF-7562AD67,
LINE-3930E2AF,Line_848,Overhead,15.67,10kV,02-12-23,41,Under_Repair,TRF-50556735,,TRF-B7500BE7,
LINE-4A4B437A,Line_849,Cable,35.68,20kV,09-05-21,199,Active,TRF-D3461B04,,TRF-DB32B9ED,
LINE-C65A442D,Line_850,Underground,40.91,20kV,09-05-18,71,Under_Repair,TRF-0FE9502C,,TRF-C881C0FF,
LINE-F59ADD45,Line_851,Underground,32.64,10kV,03-06-16,121,Under_Repair,TRF-7AA1CE6C,,TRF-027533AD,
LINE-411A790D,Line_852,Cable,16.22,10kV,16-06-23,113,Active,TRF-E21ACF6A,,TRF-5BB5BD9C,
LINE-DDF87660,Line_853,Overhead,31.62,10kV,02-02-17,63,Under_Repair,TRF-571621EB,,TRF-741A0C2E,
LINE-D15F693B,Line_854,Cable,44.61,110kV,30-10-09,94,Under_Repair,TRF-03141A85,,TRF-80B3CAB1,
LINE-047A49FF,Line_855,Cable,48.83,20kV,21-07-22,41,Active,,SUB-DB0F9F12,TRF-6FBF608F,
LINE-09230D9C,Line_856,Cable,17.45,10kV,20-02-14,151,Active,TRF-ED3F5DCA,,TRF-7BD72538,
LINE-3A9654F0,Line_857,Underground,36.48,10kV,08-02-05,127,Active,TRF-ED6D7A12,,TRF-6FDFD775,
LINE-915C4CE9,Line_858,Underground,1.11,10kV,16-09-20,52,Active,TRF-267B1BFD,,TRF-A55B1271,
LINE-7A043CEF,Line_859,Cable,1.8,10kV,29-06-02,38,Active,TRF-9B4DAF2F,,TRF-0FEE19EA,
LINE-87714957,Line_860,Overhead,31.19,20kV,14-05-18,181,Under_Repair,TRF-DA029BBA,,TRF-E680F66A,
LINE-7E9DBFC5,Line_861,Overhead,42.15,10kV,19-10-19,48,Active,TRF-018D0C8D,,TRF-49D04B33,
LINE-1F9DF3AE,Line_862,Underground,48.79,10kV,21-01-00,52,Active,TRF-1E8D916B,,TRF-D12730BA,
LINE-A2059155,Line_863,Underground,17.03,20kV,08-07-15,12,Active,TRF-2F2CE34B,,TRF-DE800690,
LINE-2434A6F4,Line_864,Overhead,1.01,110kV,30-03-14,97,Active,TRF-BCAFA9D2,,TRF-975C276C,
LINE-EB04C460,Line_865,Overhead,18.39,110kV,18-11-05,53,Under_Repair,TRF-E7A14E24,,TRF-AB696DB6,
LINE-4585EDF2,Line_866,Underground,46.7,20kV,03-01-21,95,Active,TRF-B22A5D08,,TRF-CE5A2DA3,
LINE-F3FD0D4B,Line_867,Cable,31.99,110kV,09-09-23,109,Under_Repair,TRF-4A33236D,,TRF-F909C69E,
LINE-97469419,Line_868,Underground,17.44,10kV,17-03-15,194,Active,TRF-1F42D6D6,,TRF-F27657EC,
LINE-0C36F6B0,Line_869,Overhead,41.27,20kV,26-05-23,45,Active,,SUB-7C440BA9,TRF-85EE3D93,
LINE-FB76314A,Line_870,Cable,32.66,110kV,12-09-05,2,Under_Repair,TRF-EBFD2A7E,,TRF-151EF5FB,
LINE-51F840E6,Line_871,Cable,6.16,110kV,14-07-16,92,Active,TRF-284B83EB,,,SUB-561304A2
LINE-8EA9A14D,Line_872,Underground,46.23,10kV,02-11-00,192,Under_Repair,TRF-C6207BAB,,TRF-975C276C,
LINE-7F5C1144,Line_873,Overhead,33.95,10kV,24-10-20,118,Active,TRF-E90EE2A4,,TRF-29B8B74F,
LINE-48F38C3C,Line_874,Underground,49.99,110kV,10-09-12,19,Active,TRF-1AF1E278,,TRF-889D0013,
